Sales_Order #,Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,,,
000261947,12/23/2021,23,December,2021,43,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261948,12/23/2021,23,December,2021,57,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 52",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261949,12/24/2021,24,December,2021,38,Adults (35-64),M,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Black, 42",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261950,12/24/2021,24,December,2021,25,Young Adults (25-34),M,France,Seine Saint Denis,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261951,12/24/2021,24,December,2021,49,Adults (35-64),F,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,"Road-250 Red, 58",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261952,12/24/2021,24,December,2021,19,Youth (<25),F,Australia,South Australia,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261953,12/24/2021,24,December,2021,36,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-550-W Yellow, 44",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261954,12/24/2021,24,December,2021,24,Youth (<25),M,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261955,12/24/2021,24,December,2021,27,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261956,12/24/2021,24,December,2021,27,Young Adults (25-34),F,France,Yveline,Bikes,Road Bikes,"Road-750 Black, 52",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261957,12/24/2021,24,December,2021,29,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261958,12/24/2021,24,December,2021,34,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261959,12/24/2021,24,December,2021,36,Adults (35-64),M,Germany,Hessen,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261960,12/24/2021,24,December,2021,37,Adults (35-64),F,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261961,12/24/2021,24,December,2021,40,Adults (35-64),F,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261962,12/25/2021,25,December,2021,31,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 40",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261963,12/25/2021,25,December,2021,25,Young Adults (25-34),M,Germany,Bayern,Bikes,Road Bikes,"Road-250 Black, 52",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261964,12/25/2021,25,December,2021,37,Adults (35-64),F,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261965,12/25/2021,25,December,2021,38,Adults (35-64),F,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261966,12/25/2021,25,December,2021,27,Young Adults (25-34),F,France,Yveline,Bikes,Road Bikes,"Road-750 Black, 52",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261967,12/25/2021,25,December,2021,34,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 62",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261968,12/25/2021,25,December,2021,44,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-750 Black, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261969,12/25/2021,25,December,2021,50,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 52",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261970,12/26/2021,26,December,2021,38,Adults (35-64),F,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Black, 38",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261971,12/26/2021,26,December,2021,30,Young Adults (25-34),M,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261972,12/26/2021,26,December,2021,54,Adults (35-64),M,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261973,12/26/2021,26,December,2021,24,Youth (<25),M,Canada,British Columbia,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261974,12/26/2021,26,December,2021,25,Young Adults (25-34),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261975,12/26/2021,26,December,2021,28,Young Adults (25-34),M,France,Seine Saint Denis,Bikes,Road Bikes,"Road-250 Red, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261976,12/26/2021,26,December,2021,34,Young Adults (25-34),M,United States,California,Bikes,Mountain Bikes,"Mountain-500 Black, 40",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261977,12/26/2021,26,December,2021,42,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261978,12/27/2021,27,December,2021,26,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261979,12/27/2021,27,December,2021,37,Adults (35-64),M,Canada,British Columbia,Bikes,Road Bikes,"Road-750 Black, 44",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261980,12/27/2021,27,December,2021,44,Adults (35-64),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261981,12/27/2021,27,December,2021,26,Young Adults (25-34),M,France,Essonne,Bikes,Road Bikes,"Road-250 Black, 52",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261982,12/27/2021,27,December,2021,36,Adults (35-64),F,Germany,Hessen,Bikes,Road Bikes,"Road-250 Black, 58",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261983,12/27/2021,27,December,2021,38,Adults (35-64),M,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261984,12/27/2021,27,December,2021,41,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261985,12/27/2021,27,December,2021,42,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-250 Black, 52",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261986,12/27/2021,27,December,2021,49,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 52",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261987,12/28/2021,28,December,2021,35,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 48",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261988,12/28/2021,28,December,2021,45,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-750 Black, 48",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261989,12/28/2021,28,December,2021,19,Youth (<25),M,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-500 Silver, 52",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261990,12/28/2021,28,December,2021,31,Young Adults (25-34),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261991,12/28/2021,28,December,2021,36,Adults (35-64),M,Canada,British Columbia,Bikes,Road Bikes,"Road-750 Black, 44",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261992,12/28/2021,28,December,2021,44,Adults (35-64),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 38",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261993,12/28/2021,28,December,2021,30,Young Adults (25-34),F,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000261994,12/28/2021,28,December,2021,34,Young Adults (25-34),M,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-100 Black, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261995,12/28/2021,28,December,2021,39,Adults (35-64),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261996,12/28/2021,28,December,2021,46,Adults (35-64),M,Germany,Saarland,Bikes,Road Bikes,"Road-650 Red, 58",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000261997,12/29/2021,29,December,2021,24,Youth (<25),F,France,Pas de Calais,Bikes,Road Bikes,"Road-250 Red, 52",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000261998,12/29/2021,29,December,2021,23,Youth (<25),F,Germany,Hessen,Bikes,Road Bikes,"Road-250 Red, 48",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000261999,12/29/2021,29,December,2021,25,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 62",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000262000,12/29/2021,29,December,2021,26,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 44",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000262001,12/29/2021,29,December,2021,30,Young Adults (25-34),M,France,Moselle,Bikes,Road Bikes,"Road-550-W Yellow, 38",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000262002,12/29/2021,29,December,2021,43,Adults (35-64),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000262003,12/29/2021,29,December,2021,44,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-750 Black, 48",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000262004,12/29/2021,29,December,2021,22,Youth (<25),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000262005,12/29/2021,29,December,2021,23,Youth (<25),F,France,Seine (Paris),Bikes,Road Bikes,"Road-150 Red, 52",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000262006,12/29/2021,29,December,2021,26,Young Adults (25-34),F,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Red, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000262007,12/29/2021,29,December,2021,34,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000262008,12/29/2021,29,December,2021,35,Adults (35-64),F,Germany,Saarland,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000262009,12/29/2021,29,December,2021,43,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 56",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000262010,12/29/2021,29,December,2021,45,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 52",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000262011,12/30/2021,30,December,2021,23,Youth (<25),M,United Kingdom,England,Bikes,Road Bikes,"Road-150 Red, 52",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000262012,12/30/2021,30,December,2021,25,Young Adults (25-34),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000262013,12/30/2021,30,December,2021,24,Youth (<25),F,France,Essonne,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000262014,12/30/2021,30,December,2021,29,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000262015,12/30/2021,30,December,2021,30,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000262016,12/30/2021,30,December,2021,36,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000262017,12/30/2021,30,December,2021,46,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 48",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000262018,12/31/2021,31,December,2021,32,Young Adults (25-34),M,France,Seine Saint Denis,Bikes,Road Bikes,"Road-150 Red, 56",4,$713.00,"$1,120.00","$1,628.00","$2,852.00","$4,480.00",,,
000262019,12/31/2021,31,December,2021,36,Adults (35-64),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",3,$713.00,"$1,120.00","$1,221.00","$2,139.00","$3,360.00",,,
000262020,12/31/2021,31,December,2021,52,Adults (35-64),F,United Kingdom,England,Bikes,Road Bikes,"Road-250 Black, 58",2,$713.00,"$1,120.00",$814.00,"$1,426.00","$2,240.00",,,
000262021,12/31/2021,31,December,2021,25,Young Adults (25-34),F,Germany,Hessen,Bikes,Road Bikes,"Road-550-W Yellow, 38",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000262022,12/31/2021,31,December,2021,26,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000262023,12/31/2021,31,December,2021,33,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
000262024,12/31/2021,31,December,2021,44,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,$713.00,"$1,120.00",$407.00,$713.00,"$1,120.00",,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
